,features,observed_count,expected_feature_count_theta_0,partial_derivative_theta_0,finite_difference_theta_0,expected_feature_count_theta_tanh,partial_derivative_theta_tanh,finite_difference_theta_tanh
"('h', '1')","('q', 'SPACE')",145,27.307692307692307,117.6923076923077,117.69230768550186,17.963381603462143,127.03661839653786,127.03661841442225
"('h', '2')","('q', 'z')",0,27.307692307692307,-27.307692307692307,-27.307692334943564,33.734396624673344,-33.734396624673344,-33.7343966066328
"('h', '3')","('q', 'm')",0,27.307692307692307,-27.307692307692307,-27.307692334943564,30.480322134613424,-30.480322134613424,-30.48032215247076
"('h', '4')","('q', 'n')",0,27.307692307692307,-27.307692307692307,-27.307692334943564,30.71920169715892,-30.71920169715892,-30.719201686224547
"('h', '5')","('q', 'e')",1,27.307692307692307,-26.307692307692307,-26.307692314730954,28.6411595100869,-27.6411595100869,-27.64115947684331
"('h', '6')","('q', 'r')",1,27.307692307692307,-26.307692307692307,-26.307692314730954,31.694192809992288,-30.694192809992288,-30.69419283292518
"('h', '7')","('q', 'i')",51,27.307692307692307,23.692307692307693,23.69230769545538,29.544641307689197,21.455358692310803,21.455358660205093
"('h', '8')","('q', 'c')",10,27.307692307692307,-17.307692307692307,-17.30769236019114,28.201641938221115,-18.201641938221115,-18.201641955783998
"('h', '9')","('q', 'f')",1,27.307692307692307,-26.307692307692307,-26.307692314730954,28.863983279214263,-27.863983279214263,-27.863983268616717
"('h', 'E')","('q', 'o')",0,27.307692307692307,-27.307692307692307,-27.307692334943564,30.960041909020163,-30.960041909020163,-30.960041908656418
"('h', 'U')","('q', 's')",1,27.307692307692307,-26.307692307692307,-26.307692314730954,31.942737908773182,-30.942737908773182,-30.94273793067259
"('h', 'a')","('q', 'k')",0,27.307692307692307,-27.307692307692307,-27.307692334943564,30.0084927437269,-30.0084927437269,-30.008492763045066
"('h', 'b')","('q', 'd')",1,27.307692307692307,-26.307692307692307,-26.307692314730954,28.420377340247807,-27.420377340247807,-27.42037734151381
"('h', 'c')","('q', 'h')",0,27.307692307692307,-27.307692307692307,-27.307692334943564,29.315731220790468,-29.315731220790468,-29.315731217138815
"('h', 'd')","('q', 'b')",0,27.307692307692307,-27.307692307692307,-27.307692334943564,27.98495774031631,-27.98495774031631,-27.984957750959435
"('h', 'e')","('q', 'u')",767,27.307692307692307,739.6923076923077,739.6923076612437,32.445474164507466,734.5545258354925,734.5545258885976
"('h', 'f')","('q', 't')",0,27.307692307692307,-27.307692307692307,-27.307692334943564,32.19317071107119,-32.19317071107119,-32.19317070488614
"('h', 'g')","('q', 'p')",0,27.307692307692307,-27.307692307692307,-27.307692334943564,31.202829814068565,-31.202829814068565,-31.202829813992135
"('h', 'h')","('q', 'q')",0,27.307692307692307,-27.307692307692307,-27.307692334943564,31.44755164308447,-31.44755164308447,-31.447551646124335
"('h', 'i')","('q', 'w')",1,27.307692307692307,-26.307692307692307,-26.30769233746832,32.95562069011942,-31.955620690119417,-31.955620738699505
"('h', 'j')","('q', 'y')",0,27.307692307692307,-27.307692307692307,-27.307692334943564,33.473024567980936,-33.473024567980936,-33.47302458678314
"('h', 'k')","('q', 'g')",0,27.307692307692307,-27.307692307692307,-27.307692334943564,29.088842736918874,-29.088842736918874,-29.088842711644244
"('h', 'l')","('q', '3')",0,27.307692307692307,-27.307692307692307,-27.307692334943564,20.057047305934024,-20.057047305934024,-20.057047299815167
"('h', 'm')","('q', '2')",0,27.307692307692307,-27.307692307692307,-27.307692334943564,19.932872097863243,-19.932872097863243,-19.932872078243236
"('h', 'n')","('q', 'v')",0,27.307692307692307,-27.307692307692307,-27.307692334943564,32.69963039171683,-32.69963039171683,-32.699630355637055
"('h', 'o')","('q', 'j')",0,27.307692307692307,-27.307692307692307,-27.307692334943564,29.77556480521911,-29.77556480521911,-29.775564803458106
"('h', 'p')","('q', '1')",9,27.307692307692307,-18.307692307692307,-18.307692334929015,19.810339010619938,-10.810339010619938,-10.810339017552906
"('h', 'q')","('q', '9')",0,27.307692307692307,-27.307692307692307,-27.307692334943564,20.837433886439094,-20.837433886439094,-20.837433908127423
"('h', 'r')","('q', '6')",0,27.307692307692307,-27.307692307692307,-27.307692334943564,20.43957840946161,-20.43957840946161,-20.439578429432004
"('h', 's')","('q', '0')",0,27.307692307692307,-27.307692307692307,-27.307692334943564,19.689432630549152,-19.689432630549152,-19.689432633640536
"('h', 't')","('q', '8')",0,27.307692307692307,-27.307692307692307,-27.307692334943564,20.703087906217334,-20.703087906217334,-20.70308794372977
"('h', 'u')","('q', '4')",0,27.307692307692307,-27.307692307692307,-27.307692334943564,20.18287996027643,-20.18287996027643,-20.182879961794242
"('h', 'v')","('q', '5')",0,27.307692307692307,-27.307692307692307,-27.307692334943564,20.31038528832581,-20.31038528832581,-20.31038525274198
"('h', 'w')","('q', 'x')",0,27.307692307692307,-27.307692307692307,-27.307692334943564,33.21342553243928,-33.21342553243928,-33.21342553590512
"('h', 'x')","('q', '7')",0,27.307692307692307,-27.307692307692307,-27.307692334943564,20.57047432471275,-20.57047432471275,-20.57047433936532
"('h', 'y')","('q', 'U')",0,27.307692307692307,-27.307692307692307,-27.307692334943564,25.355477743836154,-25.355477743836154,-25.35547773732105
"('h', 'z')","('q', 'E')",0,27.307692307692307,-27.307692307692307,-27.307692334943564,22.58983470858079,-22.58983470858079,-22.58983467982034
"('i', ' ')","('w', 'a')",2990,405.48717948717945,2584.5128205128203,2584.5128217042657,411.72876917872327,2578.2712308212767,2578.271230959217
"('i', '0')","('w', 'l')",73,405.48717948717945,-332.48717948717945,-332.487178457086,448.02119760685423,-375.02119760685423,-375.02119812415907
"('i', '1')","('w', 'SPACE')",1884,405.48717948717945,1478.5128205128206,1478.5128212679408,270.2239105357335,1613.7760894642665,1613.7760885612804
"('i', '2')","('w', 'z')",0,405.48717948717945,-405.48717948717945,-405.4871784319402,499.6962046857397,-499.6962046857397,-499.6962041332153
"('i', '3')","('w', 'm')",11,405.48717948717945,-394.48717948717945,-394.4871783460257,451.5114228664633,-440.5114228664633,-440.5114228575257
"('i', '4')","('w', 'n')",499,405.48717948717945,93.51282051282055,93.51282169518525,455.03314228003285,43.96685771996715,43.96685981191694
"('i', '5')","('w', 'e')",2779,405.48717948717945,2373.5128205128203,2373.512821577606,424.4786928199317,2354.521307180068,2354.5213076431537
"('i', '6')","('w', 'r')",116,405.48717948717945,-289.48717948717945,-289.4871784519637,469.4324772225691,-353.4324772225691,-353.4324780048336
"('i', '7')","('w', 'i')",2797,405.48717948717945,2391.5128205128203,2391.5128214866854,437.740462687292,2359.259537312708,2359.2595374793746
"('i', '8')","('w', 'c')",18,405.48717948717945,-387.48717948717945,-387.4871781590627,418.0396913316795,-400.0396913316795,-400.03969188546756
"('i', '9')","('w', 'f')",15,405.48717948717945,-390.48717948717945,-390.4871784470742,427.74620611508277,-412.74620611508277,-412.74620598414907
"('i', 'E')","('w', 'o')",1855,405.48717948717945,1449.5128205128206,1449.5128216367445,458.58624062701364,1396.4137593729863,1396.413758266135
"('i', 'U')","('w', 's')",249,405.48717948717945,-156.48717948717945,-156.48717853764538,473.10969848108755,-224.10969848108755,-224.1096986836055
"('i', 'a')","('w', 'k')",8,405.48717948717945,-397.48717948717945,-397.4871786340372,444.56256991385646,-436.56256991385646,-436.5625689388252
"('i', 'b')","('w', 'd')",22,405.48717948717945,-383.48717948717945,-383.4871782601112,421.243183032024,-399.243183032024,-399.2431829829001
"('i', 'c')","('w', 'h')",2170,405.48717948717945,1764.5128205128206,1764.5128216827286,434.37713223810556,1735.6228677618944,1735.6228669086702
"('i', 'd')","('w', 'b')",16,405.48717948717945,-389.48717948717945,-389.4871784723363,414.8682219929824,-398.8682219929824,-398.86822305561503
"('i', 'e')","('w', 'u')",9,405.48717948717945,-396.48717948717945,-396.48717865929933,480.5558165641787,-471.5558165641787,-471.555815602187
"('i', 'f')","('w', 't')",28,405.48717948717945,-377.48717948717945,-377.48717841168394,476.81754111182056,-448.81754111182056,-448.8175414735451
"('i', 'g')","('w', 'p')",12,405.48717948717945,-393.48717948717945,-393.4871783712878,462.1705907466113,-450.1705907466113,-450.17059164820233
"('i', 'h')","('w', 'q')",0,405.48717948717945,-405.48717948717945,-405.4871784319402,465.7860534135921,-465.7860534135921,-465.7860536099178
"('i', 'i')","('w', 'w')",215,405.48717948717945,-190.48717948717945,-190.48717840632887,488.12284890298196,-273.12284890298196,-273.1228494667448
"('i', 'j')","('w', 'y')",33,405.48717948717945,-372.48717948717945,-372.48717853799457,495.8090348893799,-462.8090348893799,-462.8090347978286
"('i', 'k')","('w', 'g')",7,405.48717948717945,-398.48717948717945,-398.4871782449772,431.04569784065797,-424.04569784065797,-424.04569830978284
"('i', 'l')","('w', '3')",0,405.48717948717945,-405.48717948717945,-405.4871784319402,300.13461674760606,-300.13461674760606,-300.1346169185126
"('i', 'm')","('w', '2')",1,405.48717948717945,-404.48717948717945,-404.4871788210002,298.35651415484045,-297.35651415484045,-297.35651551163755
"('i', 'n')","('w', 'v')",2,405.48717948717945,-403.48717948717945,-403.48717848246446,484.3243237356257,-482.3243237356257,-482.32432236545714
"('i', 'o')","('w', 'j')",3,405.48717948717945,-402.48717948717945,-402.48717887152446,441.13563153238994,-438.13563153238994,-438.1356309750117
"('i', 'p')","('w', '1')",1,405.48717948717945,-404.48717948717945,-404.4871788210002,296.6024492718329,-295.6024492718329,-295.60244984168094
"('i', 'q')","('w', '9')",0,405.48717948717945,-405.48717948717945,-405.4871784319402,311.3216310977058,-311.3216310977058,-311.3216305791866
"('i', 'r')","('w', '6')",1,405.48717948717945,-404.48717948717945,-404.4871788210002,305.61558680262095,-304.61558680262095,-304.6155867195921
"('i', 's')","('w', '0')",0,405.48717948717945,-405.48717948717945,-405.4871784319402,294.87217761152357,-294.87217761152357,-294.8721779830521
"('i', 't')","('w', '8')",0,405.48717948717945,-405.48717948717945,-405.4871784319402,309.3942073982535,-309.3942073982535,-309.3942072155187
"('i', 'u')","('w', '4')",0,405.48717948717945,-405.48717948717945,-405.4871784319402,301.93700099878185,-301.93700099878185,-301.93700149538927
"('i', 'v')","('w', '5')",0,405.48717948717945,-405.48717948717945,-405.4871784319402,303.76391018987346,-303.76391018987346,-303.76390932360664
"('i', 'w')","('w', 'x')",0,405.48717948717945,-405.48717948717945,-405.4871784319402,491.9511656639873,-491.9511656639873,-491.95116625924123
"('i', 'x')","('w', '7')",0,405.48717948717945,-405.48717948717945,-405.4871784319402,307.49227238248795,-307.49227238248795,-307.49227189517114
"('i', 'y')","('w', 'U')",0,405.48717948717945,-405.48717948717945,-405.4871784319402,376.5375960339669,-376.5375960339669,-376.5375942748505
"('i', 'z')","('w', 'E')",0,405.48717948717945,-405.48717948717945,-405.4871784319402,336.52357420744295,-336.52357420744295,-336.52357560640667
"('j', ' ')","('y', 'a')",130,435.7435897435897,-305.7435897435897,-305.7435889786575,442.23419158806087,-312.23419158806087,-312.2341906419024
"('j', '0')","('y', 'l')",99,435.7435897435897,-336.7435897435897,-336.7435889231274,481.0436699102422,-382.0436699102422,-382.04367083380924
"('j', '1')","('y', 'SPACE')",11189,435.7435897435897,10753.25641025641,10753.256411044276,291.7183502059327,10897.281649794068,10897.28165170527
"('j', '2')","('y', 'z')",2,435.7435897435897,-433.7435897435897,-433.7435890192864,536.4563123716979,-534.4563123716979,-534.4563127437141
"('j', '3')","('y', 'm')",112,435.7435897435897,-323.7435897435897,-323.74358888773713,484.7806317372669,-372.7806317372669,-372.7806310052983
"('j', '4')","('y', 'n')",44,435.7435897435897,-391.7435897435897,-391.74358935269987,488.55214969992477,-444.55214969992477,-444.5521495654247
"('j', '5')","('y', 'e')",759,435.7435897435897,323.2564102564103,323.25641077477485,455.8583186485827,303.1416813514173,303.14168106997386
"('j', '6')","('y', 'r')",61,435.7435897435897,-374.7435897435897,-374.74358869076235,503.9815902538596,-442.9815902538596,-442.98159045865754
"('j', '7')","('y', 'i')",249,435.7435897435897,-186.74358974358972,-186.74358907446728,470.040934276847,-221.040934276847,-221.04093368398023
"('j', '8')","('y', 'c')",56,435.7435897435897,-379.7435897435897,-379.7435889282496,448.9764688591422,-392.9764688591422,-392.97646872000763
"('j', '9')","('y', 'f')",8,435.7435897435897,-427.7435897435897,-427.74358917085914,459.3516193341511,-451.3516193341511,-451.3516192673705
"('j', 'E')","('y', 'o')",3184,435.7435897435897,2748.25641025641,2748.256410632166,492.3581237534455,2691.6418762465546,2691.641875571804
"('j', 'U')","('y', 's')",619,435.7435897435897,183.25641025641028,183.25641103729137,507.9241315165239,111.07586848347609,111.07586688012815
"('j', 'a')","('y', 'k')",14,435.7435897435897,-421.7435897435897,-421.7435893224319,477.3413517013562,-463.3413517013562,-463.3413525880314
"('j', 'b')","('y', 'd')",20,435.7435897435897,-415.7435897435897,-415.74358911020676,452.39993727867375,-432.39993727867375,-432.3999368352815
"('j', 'c')","('y', 'h')",5,435.7435897435897,-430.7435897435897,-430.7435887312749,466.4429487706759,-461.4429487706759,-461.442948289914
"('j', 'd')","('y', 'b')",67,435.7435897435897,-368.7435897435897,-368.7435888423351,445.58789621597424,-378.58789621597424,-378.5878951021004
"('j', 'e')","('y', 'u')",15,435.7435897435897,-420.7435897435897,-420.74358898389613,515.9103218139392,-500.91032181393916,-500.9103224438149
"('j', 'f')","('y', 't')",169,435.7435897435897,-266.7435897435897,-266.7435888724867,511.9004348702683,-342.9004348702683,-342.9004347708542
"('j', 'g')","('y', 'p')",106,435.7435897435897,-329.7435897435897,-329.74358909996226,496.19844112978797,-390.19844112978797,-390.19844116410235
"('j', 'h')","('y', 'q')",0,435.7435897435897,-435.7435897435897,-435.74358896876214,500.07297618479214,-500.07297618479214,-500.0729761377442
"('j', 'i')","('y', 'w')",63,435.7435897435897,-372.7435897435897,-372.7435891050845,524.0300648436113,-461.0300648436113,-461.03006461635226
"('j', 'j')","('y', 'y')",1,435.7435897435897,-434.7435897435897,-434.74358935782215,532.2816608299585,-531.2816608299585,-531.2816610967275
"('j', 'k')","('y', 'g')",10,435.7435897435897,-425.7435897435897,-425.7435888575855,462.8798346746327,-452.8798346746327,-452.87983521120617
"('j', 'l')","('y', '3')",0,435.7435897435897,-435.7435897435897,-435.74358896876214,323.43506283194654,-323.43506283194654,-323.4350624552462
"('j', 'm')","('y', '2')",2,435.7435897435897,-433.7435897435897,-433.7435890192864,321.54825938665346,-319.54825938665346,-319.5482597220689
"('j', 'n')","('y', 'v')",3,435.7435897435897,-432.7435897435897,-432.7435894083464,519.9536003410931,-516.9536003410931,-516.9536008907016
"('j', 'o')","('y', 'j')",2,435.7435897435897,-433.7435897435897,-433.7435890192864,473.6737521996398,-471.6737521996398,-471.6737537819426
"('j', 'p')","('y', '1')",1,435.7435897435897,-434.7435897435897,-434.74358935782215,319.687134599978,-318.687134599978,-318.68713558651507
"('j', 'q')","('y', '9')",0,435.7435897435897,-435.7435897435897,-435.74358896876214,335.3100511561174,-335.3100511561174,-335.31005174154416
"('j', 'r')","('y', '6')",0,435.7435897435897,-435.7435897435897,-435.74358896876214,329.25221328779025,-329.25221328779025,-329.2522131232545
"('j', 's')","('y', '0')",4,435.7435897435897,-431.7435897435897,-431.74358870601276,317.8514210970433,-313.8514210970433,-313.85142137878574
"('j', 't')","('y', '8')",0,435.7435897435897,-435.7435897435897,-435.74358896876214,333.2635882225501,-333.2635882225501,-333.26358752674423
"('j', 'u')","('y', '4')",0,435.7435897435897,-435.7435897435897,-435.74358896876214,325.347811991772,-325.347811991772,-325.34781203139573
"('j', 'v')","('y', '5')",0,435.7435897435897,-435.7435897435897,-435.74358896876214,327.2867734711012,-327.2867734711012,-327.2867754276376
"('j', 'w')","('y', 'x')",0,435.7435897435897,-435.7435897435897,-435.74358896876214,528.1394960258957,-528.1394960258957,-528.139497328084
"('j', 'x')","('y', '7')",0,435.7435897435897,-435.7435897435897,-435.74358896876214,331.2443967321941,-331.2443967321941,-331.24439796665683
"('j', 'y')","('y', 'U')",0,435.7435897435897,-435.7435897435897,-435.74358896876214,404.6858948509076,-404.6858948509076,-404.68589504598634
"('j', 'z')","('y', 'E')",0,435.7435897435897,-435.7435897435897,-435.74358896876214,362.0885592141802,-362.0885592141802,-362.08856035955245
"('k', ' ')","('g', 'a')",935,411.28205128205127,523.7179487179487,523.7179491814459,419.3763739413566,515.6236260586434,515.6236264156178
"('k', '0')","('g', 'l')",280,411.28205128205127,-131.28205128205127,-131.282050642767,456.9857120120604,-176.9857120120604,-176.98571100481783
"('k', '1')","('g', 'SPACE')",5692,411.28205128205127,5280.717948717949,5280.7179494266165,265.491900662614,5426.508099337386,5426.508099480998
"('k', '2')","('g', 'z')",0,411.28205128205127,-411.28205128205127,-411.2820508453296,509.2638729511083,-509.2638729511083,-509.263873391319
"('k', '3')","('g', 'm')",24,411.28205128205127,-387.28205128205127,-387.2820507240248,460.56324201415237,-436.56324201415237,-436.56324196490453
"('k', '4')","('g', 'n')",332,411.28205128205127,-79.28205128205127,-79.28205050120596,464.1661307323546,-132.1661307323546,-132.1661300607957
"('k', '5')","('g', 'e')",2607,411.28205128205127,2195.7179487179487,2195.7179491437273,432.6745173028231,2174.325482697177,2174.3254827015335
"('k', '6')","('g', 'r')",1078,411.28205128205127,666.7179487179487,666.7179492069408,478.8254127060061,599.1745872939939,599.1745878418442
"('k', '7')","('g', 'i')",865,411.28205128205127,453.71794871794873,453.71794949460303,446.40794565534344,418.59205434465656,418.5920544841792
"('k', '8')","('g', 'c')",22,411.28205128205127,-389.28205128205127,-389.2820506735006,425.9703105565273,-403.9703105565273,-403.97030970780173
"('k', '9')","('g', 'f')",4,411.28205128205127,-407.28205128205127,-407.2820505825802,436.0675404754816,-432.0675404754816,-432.0675405324436
"('k', 'E')","('g', 'o')",1386,411.28205128205127,974.7179487179487,974.7179487021639,467.794093760484,918.205906239516,918.2059060549362
"('k', 'U')","('g', 's')",351,411.28205128205127,-60.28205128205127,-60.28205098118632,482.55059999025485,-131.55059999025485,-131.5506004175404
"('k', 'a')","('g', 'k')",2,411.28205128205127,-409.28205128205127,-409.2820512596517,453.43381362476265,-451.43381362476265,-451.43381357775064
"('k', 'b')","('g', 'd')",24,411.28205128205127,-387.28205128205127,-387.2820514516206,429.308713641433,-405.308713641433,-405.30871483497316
"('k', 'c')","('g', 'h')",1409,411.28205128205127,997.7179487179487,997.7179492125287,442.93446422534333,966.0655357746566,966.0655356128699
"('k', 'd')","('g', 'b')",3,411.28205128205127,-408.28205128205127,-408.28205128491385,422.6594778120179,-419.6594778120179,-419.6594785753404
"('k', 'e')","('g', 'u')",590,411.28205128205127,178.71794871794873,178.71794916572978,490.0710652338992,99.92893476610078,99.9289346509613
"('k', 'f')","('g', 't')",64,411.28205128205127,-347.28205128205127,-347.28205064311624,486.29926832240005,-422.29926832240005,-422.2992683935444
"('k', 'g')","('g', 'p')",3,411.28205128205127,-408.28205128205127,-408.28205128491385,471.44683521342387,-468.44683521342387,-468.4468356572324
"('k', 'h')","('g', 'q')",0,411.28205128205127,-411.28205128205127,-411.2820508453296,475.12404776653364,-475.12404776653364,-475.1240485347807
"('k', 'i')","('g', 'w')",11,411.28205128205127,-400.28205128205127,-400.2820507594151,497.682579642502,-486.682579642502,-486.6825791395967
"('k', 'j')","('g', 'y')",145,411.28205128205127,-266.28205128205127,-266.28205087035894,505.3821039166844,-360.3821039166844,-360.38210273545695
"('k', 'k')","('g', 'g')",209,411.28205128205127,-202.28205128205127,-202.28205103194338,439.48759073103605,-230.48759073103605,-230.4875899426406
"('k', 'l')","('g', '3')",0,411.28205128205127,-411.28205128205127,-411.2820508453296,298.9647027706794,-298.9647027706794,-298.96470259700436
"('k', 'm')","('g', '2')",1,411.28205128205127,-410.28205128205127,-410.2820512343896,296.98832601711683,-295.98832601711683,-295.9883258881746
"('k', 'n')","('g', 'v')",1,411.28205128205127,-410.28205128205127,-410.2820512343896,493.8656271793538,-492.8656271793538,-492.86562680208584
"('k', 'o')","('g', 'j')",0,411.28205128205127,-411.28205128205127,-411.2820508453296,449.90780822560413,-449.90780822560413,-449.90780806983815
"('k', 'p')","('g', '1')",1,411.28205128205127,-410.28205128205127,-410.2820512343896,295.0369608887661,-294.0369608887661,-294.0369613497751
"('k', 'q')","('g', '9')",0,411.28205128205127,-411.28205128205127,-411.2820508453296,311.35884311330807,-311.35884311330807,-311.35884310060646
"('k', 'r')","('g', '6')",0,411.28205128205127,-411.28205128205127,-411.2820508453296,305.04582552147644,-305.04582552147644,-305.04582537105307
"('k', 's')","('g', '0')",1,411.28205128205127,-410.28205128205127,-410.2820512343896,293.11041087711374,-292.11041087711374,-292.1104111010209
"('k', 't')","('g', '8')",0,411.28205128205127,-411.28205128205127,-411.2820508453296,309.2284362689943,-309.2284362689943,-309.2284361628117
"('k', 'u')","('g', '4')",0,411.28205128205127,-411.28205128205127,-411.2820508453296,300.96628490309206,-300.96628490309206,-300.9662847034633
"('k', 'v')","('g', '5')",0,411.28205128205127,-411.28205128205127,-411.2820508453296,302.9932632430856,-302.9932632430856,-302.99326390377246
"('k', 'w')","('g', 'x')",0,411.28205128205127,-411.28205128205127,-411.2820508453296,501.52153725338854,-501.52153725338854,-501.52153744420497
"('k', 'x')","('g', '7')",0,411.28205128205127,-411.28205128205127,-411.2820508453296,307.124156195273,-307.124156195273,-307.1241550060222
"('k', 'y')","('g', 'U')",0,411.28205128205127,-411.28205128205127,-411.2820508453296,382.1847685338945,-382.1847685338945,-382.1847694780444
"('k', 'z')","('g', 'E')",0,411.28205128205127,-411.28205128205127,-411.2820508453296,339.02039470706137,-339.02039470706137,-339.020395767875
"('l', ' ')","('3', 'a')",1,26.871794871794872,-25.871794871794872,-25.87179492365976,27.765775859095417,-26.765775859095417,-26.765775828607726
"('l', '0')","('3', 'l')",0,26.871794871794872,-26.871794871794872,-26.871794921135002,29.879691850096844,-29.879691850096844,-29.87969182868255
"('l', '1')","('3', 'SPACE')",314,26.871794871794872,287.12820512820514,287.12820508189907,16.975717911294566,297.02428208870543,297.024282053826
"('l', '2')","('3', 'z')",0,26.871794871794872,-26.871794871794872,-26.871794921135002,32.56265003962418,-32.56265003962418,-32.56265003983572
"('l', '3')","('3', 'm')",1,26.871794871794872,-25.871794871794872,-25.87179492365976,30.072320026187775,-29.072320026187775,-29.072320012346605
"('l', '4')","('3', 'n')",3,26.871794871794872,-23.871794871794872,-23.871794951446642,30.264904421750987,-27.264904421750987,-27.26490438362816
"('l', '5')","('3', 'e')",0,26.871794871794872,-26.871794871794872,-26.871794921135002,28.532383053994028,-28.532383053994028,-28.532383021229176
"('l', '6')","('3', 'r')",8,26.871794871794872,-18.871794871794872,-18.871794918595697,31.034257579446027,-23.034257579446027,-23.034257628751217
"('l', '7')","('3', 'i')",3,26.871794871794872,-23.871794871794872,-23.871794951446642,29.30181975705316,-26.30181975705316,-26.301819798391076
"('l', '8')","('3', 'c')",2,26.871794871794872,-24.871794871794872,-24.871794948921885,28.148615715315813,-26.148615715315813,-26.1486156432511
"('l', '9')","('3', 'f')",0,26.871794871794872,-26.871794871794872,-26.871794921135002,28.724545848765104,-28.724545848765104,-28.724545927616415
"('l', 'E')","('3', 'o')",0,26.871794871794872,-26.871794871794872,-26.871794921135002,30.457417631501375,-30.457417631501375,-30.457417642537617
"('l', 'U')","('3', 's')",4,26.871794871794872,-22.871794871794872,-22.871794908496664,31.226214082031618,-27.226214082031618,-27.226214069742124
"('l', 'a')","('3', 'k')",0,26.871794871794872,-26.871794871794872,-26.871794921135002,29.68704737610825,-29.68704737610825,-29.687047435800192
"('l', 'b')","('3', 'd')",2,26.871794871794872,-24.871794871794872,-24.871794948921885,28.340397167712485,-26.340397167712485,-26.340397153035152
"('l', 'c')","('3', 'h')",2,26.871794871794872,-24.871794871794872,-24.871794948921885,29.10929182156847,-27.10929182156847,-27.109291841043156
"('l', 'd')","('3', 'b')",2,26.871794871794872,-24.871794871794872,-24.871794948921885,27.95706615452104,-25.95706615452104,-25.957066145565474
"('l', 'e')","('3', 'u')",0,26.871794871794872,-26.871794871794872,-26.871794921135002,31.609480928738854,-31.609480928738854,-31.609480902261563
"('l', 'f')","('3', 't')",2,26.871794871794872,-24.871794871794872,-24.871794948921885,31.41796407192803,-29.41796407192803,-29.417964060485243
"('l', 'g')","('3', 'p')",1,26.871794871794872,-25.871794871794872,-25.87179492365976,30.64983234309283,-29.64983234309283,-29.649832413269902
"('l', 'h')","('3', 'q')",0,26.871794871794872,-26.871794871794872,-26.871794921135002,30.8421213525394,-30.8421213525394,-30.842121304885946
"('l', 'i')","('3', 'w')",0,26.871794871794872,-26.871794871794872,-26.871794921135002,31.99170968692512,-31.99170968692512,-31.991709602152692
"('l', 'j')","('3', 'y')",0,26.871794871794872,-26.871794871794872,-26.871794921135002,32.3726912894977,-32.3726912894977,-32.372691293858225
"('l', 'k')","('3', 'g')",0,26.871794871794872,-26.871794871794872,-26.871794921135002,28.916857975245986,-28.916857975245986,-28.91685794566001
"('l', 'l')","('3', '3')",79,26.871794871794872,52.128205128205124,52.12820508404547,19.670907738831087,59.32909226116891,59.32909225521143
"('l', 'm')","('3', '2')",52,26.871794871794872,25.128205128205128,25.12820506126445,19.517830622530095,32.4821693774699,32.48216939937265
"('l', 'n')","('3', 'v')",0,26.871794871794872,-26.871794871794872,-26.871794921135002,31.80073821434255,-31.80073821434255,-31.800738133824776
"('l', 'o')","('3', 'j')",0,26.871794871794872,-26.871794871794872,-26.871794921135002,29.49441414844806,-29.49441414844806,-29.49441418422793
"('l', 'p')","('3', '1')",57,26.871794871794872,30.128205128205128,30.128205048640663,19.365963204216737,37.63403679578326,37.634036834788276
"('l', 'q')","('3', '9')",57,26.871794871794872,30.128205128205128,30.128205048640663,20.614227187820212,36.38577281217979,36.385772727953736
"('l', 'r')","('3', '6')",60,26.871794871794872,33.128205128205124,33.12820508654113,20.137303471673626,39.862696528326374,39.8626965306903
"('l', 's')","('3', '0')",185,26.871794871794872,158.12820512820514,158.12820506653225,19.215314096741157,165.78468590325883,165.78468594161677
"('l', 't')","('3', '8')",69,26.871794871794872,42.128205128205124,42.128205063818314,20.454101477588,48.545898522412,48.54589851674972
"('l', 'u')","('3', '4')",50,26.871794871794872,23.128205128205128,23.12820508905133,19.825185429314132,30.174814570685868,30.174814628480814
"('l', 'v')","('3', '5')",49,26.871794871794872,22.128205128205128,22.12820509157609,19.980654057287044,29.019345942712956,29.019345902270285
"('l', 'w')","('3', 'x')",0,26.871794871794872,-26.871794871794872,-26.871794921135002,32.182369314728,-32.182369314728,-32.18236934117158
"('l', 'x')","('3', '7')",45,26.871794871794872,18.128205128205128,18.128205078937754,20.295123005959216,24.704876994040784,24.704876977921227
"('l', 'y')","('3', 'U')",0,26.871794871794872,-26.871794871794872,-26.871794921135002,25.50029433214892,-25.50029433214892,-25.500294350422333
"('l', 'z')","('3', 'E')",0,26.871794871794872,-26.871794871794872,-26.871794921135002,22.62026266194506,-22.62026266194506,-22.620262643613383
"('m', ' ')","('2', 'a')",1,40.58974358974359,-39.58974358974359,-39.58974371016666,41.947499364555945,-40.947499364555945,-40.94749938303721
"('m', '0')","('2', 'l')",0,40.58974358974359,-40.58974358974359,-40.58974368490453,45.12128054557112,-45.12128054557112,-45.12128061833209
"('m', '1')","('2', 'SPACE')",367,40.58974358974359,326.4102564102564,326.4102563207416,25.66644036931447,341.33355963068556,341.33355970880075
"('m', '2')","('2', 'z')",1,40.58974358974359,-39.58974358974359,-39.58974371016666,49.14227159014701,-48.14227159014701,-48.14227158931316
"('m', '3')","('2', 'm')",1,40.58974358974359,-39.58974358974359,-39.58974371016666,45.41023911389373,-44.41023911389373,-44.41023916115227
"('m', '4')","('2', 'n')",9,40.58974358974359,-31.58974358974359,-31.589743684889978,45.699090873196354,-36.699090873196354,-36.69909087875567
