,features,observed_count,expected_feature_count_theta_0,partial_derivative_theta_0,finite_difference_theta_0,expected_feature_count_theta_tanh,partial_derivative_theta_tanh,finite_difference_theta_tanh
"('q', '1')","('9', 'SPACE')",170,18.0,152.0,151.99999998003477,11.31768190471996,158.68231809528004,158.6823180787178
"('q', '2')","('9', 'z')",0,18.0,-18.0,-18.00000002276647,21.921581745517145,-21.921581745517145,-21.921581719652746
"('q', '3')","('9', 'm')",0,18.0,-18.0,-18.00000002276647,20.1764590626118,-20.1764590626118,-20.17645906562393
"('q', '4')","('9', 'n')",1,18.0,-17.0,-17.00000002529123,20.310727924944985,-19.310727924944985,-19.31072790739563
"('q', '5')","('9', 'e')",0,18.0,-18.0,-18.00000002276647,19.10697942245159,-19.10697942245159,-19.106979425487225
"('q', '6')","('9', 'r')",0,18.0,-18.0,-18.00000002276647,20.84826712269406,-20.84826712269406,-20.848267104156548
"('q', '7')","('9', 'i')",0,18.0,-18.0,-18.00000002276647,19.640425427113833,-19.640425427113833,-19.640425421130203
"('q', '8')","('9', 'c')",0,18.0,-18.0,-18.00000002276647,18.841607074840944,-18.841607074840944,-18.841607084141287
"('q', '9')","('9', 'f')",0,18.0,-18.0,-18.00000002276647,19.240031574861685,-19.240031574861685,-19.24003158819687
"('q', 'E')","('9', 'o')",0,18.0,-18.0,-18.00000002276647,20.445062437084623,-20.445062437084623,-20.44506245511002
"('q', 'U')","('9', 's')",0,18.0,-18.0,-18.00000002276647,20.982671576750974,-20.982671576750974,-20.98267159453826
"('q', 'a')","('9', 'k')",0,18.0,-18.0,-18.00000002276647,19.908195390400884,-19.908195390400884,-19.90819541788369
"('q', 'b')","('9', 'd')",0,18.0,-18.0,-18.00000002276647,18.97416500485589,-18.97416500485589,-18.97416502742999
"('q', 'c')","('9', 'h')",4,18.0,-14.0,-14.000000010128131,19.506773566488263,-15.506773566488263,-15.50677359318797
"('q', 'd')","('9', 'b')",0,18.0,-18.0,-18.00000002276647,18.7093242705704,-18.7093242705704,-18.70932426299987
"('q', 'e')","('9', 'u')",0,18.0,-18.0,-18.00000002276647,21.251369720766863,-21.251369720766863,-21.25136968516017
"('q', 'f')","('9', 't')",6,18.0,-12.0,-12.000000015177646,21.11704548336646,-15.11704548336646,-15.117045450097065
"('q', 'g')","('9', 'p')",1,18.0,-17.0,-17.00000002529123,20.579443318195374,-19.579443318195374,-19.579443346628977
"('q', 'h')","('9', 'q')",0,18.0,-18.0,-18.00000002276647,20.71385129693607,-20.71385129693607,-20.713851313303167
"('q', 'i')","('9', 'w')",1,18.0,-17.0,-17.00000002529123,21.519793035824218,-20.519793035824218,-20.519793065432168
"('q', 'j')","('9', 'y')",0,18.0,-18.0,-18.00000002276647,21.787790037416872,-21.787790037416872,-21.78779002406372
"('q', 'k')","('9', 'g')",1,18.0,-17.0,-17.00000002529123,19.37330260577621,-18.37330260577621,-18.373302623331256
"('q', 'l')","('9', '3')",66,18.0,48.0,47.99999996976111,13.09711356954788,52.90288643045212,52.9028864320935
"('q', 'm')","('9', '2')",47,18.0,29.0,28.999999994994138,12.995452893344975,34.004547106655025,34.00454709208134
"('q', 'n')","('9', 'v')",0,18.0,-18.0,-18.00000002276647,21.38562523202582,-21.38562523202582,-21.385625245784468
"('q', 'o')","('9', 'j')",0,18.0,-18.0,-18.00000002276647,19.774239087870548,-19.774239087870548,-19.77423905827891
"('q', 'p')","('9', '1')",49,18.0,31.0,30.999999967207255,12.89466704918895,36.10533295081105,36.1053329470451
"('q', 'q')","('9', '9')",96,18.0,78.0,77.99999998496787,13.725186362110732,82.27481363788927,82.27481364428968
"('q', 'r')","('9', '6')",32,18.0,14.0,13.999999987390764,13.407300287604203,18.5926997123958,18.59269966644206
"('q', 's')","('9', '0')",45,18.0,27.0,26.999999954568917,12.794759951857163,32.20524004814284,32.20524006337655
"('q', 't')","('9', '8')",65,18.0,47.0,46.99999997228587,13.618378278981037,51.38162172101896,51.38162171078874
"('q', 'u')","('9', '4')",37,18.0,19.0,18.999999997504347,13.199644820535056,23.800355179464944,23.80035514306655
"('q', 'v')","('9', '5')",26,18.0,8.0,7.999999979801941,13.303042043552397,12.696957956447603,12.696957969637877
"('q', 'w')","('9', 'x')",0,18.0,-18.0,-18.00000002276647,21.653854237077297,-21.653854237077297,-21.653854219039204
"('q', 'x')","('9', '7')",55,18.0,37.0,36.99999997479608,13.51241425096779,41.487585749032206,41.48758571318467
"('q', 'y')","('9', 'U')",0,18.0,-18.0,-18.00000002276647,17.022889937002365,-17.022889937002365,-17.022889937834407
"('q', 'z')","('9', 'E')",0,18.0,-18.0,-18.00000002276647,15.07004305399807,-15.07004305399807,-15.070043014020483
"('r', ' ')","('6', 'a')",0,15.333333333333332,-15.333333333333332,-15.333333362832489,15.834613453983112,-15.834613453983112,-15.834613441256804
"('r', '0')","('6', 'l')",0,15.333333333333332,-15.333333333333332,-15.333333362832489,17.06212951404887,-17.06212951404887,-17.062129563782946
"('r', '1')","('6', 'SPACE')",173,15.333333333333332,157.66666666666666,157.66666663239448,9.661512492812616,163.33848750718738,163.3384875503907
"('r', '2')","('6', 'z')",0,15.333333333333332,-15.333333333333332,-15.333333362832489,18.628423032422038,-18.628423032422038,-18.628423003974603
"('r', '3')","('6', 'm')",1,15.333333333333332,-14.333333333333332,-14.333333365357246,17.174275124011142,-16.174275124011142,-16.174275106095592
"('r', '4')","('6', 'n')",0,15.333333333333332,-15.333333333333332,-15.333333362832489,17.286443347906392,-17.286443347906392,-17.2864433579889
"('r', '5')","('6', 'e')",0,15.333333333333332,-15.333333333333332,-15.333333362832489,16.279094183099367,-16.279094183099367,-16.279094188575982
"('r', '6')","('6', 'r')",0,15.333333333333332,-15.333333333333332,-15.333333362832489,17.73502153111375,-17.73502153111375,-17.7350214926264
"('r', '7')","('6', 'i')",1,15.333333333333332,-14.333333333333332,-14.333333365357246,16.72598922412981,-15.725989224129808,-15.725989214843137
"('r', '8')","('6', 'c')",2,15.333333333333332,-13.333333333333332,-13.333333367882004,16.056488533350276,-14.056488533350276,-14.056488566893675
"('r', '9')","('6', 'f')",0,15.333333333333332,-15.333333333333332,-15.333333362832489,16.390631399618247,-16.390631399618247,-16.390631390095223
"('r', 'E')","('6', 'o')",0,15.333333333333332,-15.333333333333332,-15.333333362832489,17.398618120415804,-17.398618120415804,-17.398618092556717
"('r', 'U')","('6', 's')",3,15.333333333333332,-12.333333333333332,-12.333333370406761,17.847062515489526,-14.847062515489526,-14.84706251630996
"('r', 'a')","('6', 'k')",0,15.333333333333332,-15.333333333333332,-15.333333362832489,16.95002260063707,-16.95002260063707,-16.95002260930778
"('r', 'b')","('6', 'd')",1,15.333333333333332,-14.333333333333332,-14.333333365357246,16.167707933972398,-15.167707933972398,-15.167707942964624
"('r', 'c')","('6', 'h')",1,15.333333333333332,-14.333333333333332,-14.333333365357246,16.614094928166278,-15.614094928166278,-15.61409494570398
"('r', 'd')","('6', 'b')",1,15.333333333333332,-14.333333333333332,-14.333333365357246,15.945451794600766,-14.945451794600766,-14.945451812309328
"('r', 'e')","('6', 'u')",1,15.333333333333332,-14.333333333333332,-14.333333365357246,18.07090913066599,-17.07090913066599,-17.070909143512836
"('r', 'f')","('6', 't')",6,15.333333333333332,-9.333333333333332,-9.333333377981035,17.95903030487967,-11.959030304879668,-11.959030302932659
"('r', 'g')","('6', 'p')",0,15.333333333333332,-15.333333333333332,-15.333333362832489,17.510783402837465,-17.510783402837465,-17.51078341385437
"('r', 'h')","('6', 'q')",0,15.333333333333332,-15.333333333333332,-15.333333362832489,17.62292319233615,-17.62292319233615,-17.622923178350902
"('r', 'i')","('6', 'w')",1,15.333333333333332,-14.333333333333332,-14.333333365357246,18.294337229138726,-17.294337229138726,-17.2943372035661
"('r', 'j')","('6', 'y')",0,15.333333333333332,-15.333333333333332,-15.333333362832489,18.517222430353357,-18.517222430353357,-18.517222429181857
"('r', 'k')","('6', 'g')",0,15.333333333333332,-15.333333333333332,-15.333333362832489,16.502303644083433,-16.502303644083433,-16.502303651577677
"('r', 'l')","('6', '3')",39,15.333333333333332,23.666666666666668,23.66666662965144,11.188867465912582,27.81113253408742,27.811132508759325
"('r', 'm')","('6', '2')",42,15.333333333333332,26.666666666666668,26.66666662207717,11.101860264619198,30.898139735380802,30.898139743840144
"('r', 'n')","('6', 'v')",0,15.333333333333332,-15.333333333333332,-15.333333362832489,18.182683304943705,-18.182683304943705,-18.182683334089234
"('r', 'o')","('6', 'j')",0,15.333333333333332,-15.333333333333332,-15.333333362832489,16.837970474316467,-16.837970474316467,-16.83797049736313
"('r', 'p')","('6', '1')",50,15.333333333333332,34.66666666666667,34.66666662461648,11.015571615907865,38.98442838409213,38.98442837453331
"('r', 'q')","('6', '9')",46,15.333333333333332,30.666666666666668,30.666666634715508,11.725731805946895,34.27426819405311,34.274268159606436
"('r', 'r')","('6', '6')",24,15.333333333333332,8.666666666666668,8.666666644785437,11.454154666215032,12.545845333784968,12.545845356726202
"('r', 's')","('6', '0')",81,15.333333333333332,65.66666666666667,65.66666663729848,10.93000565156004,70.06999434843996,70.06999433087913
"('r', 't')","('6', '8')",29,15.333333333333332,13.666666666666668,13.666666654899016,11.634516563387757,17.365483436612244,17.36548342705646
"('r', 'u')","('6', '4')",38,15.333333333333332,22.666666666666668,22.666666654913566,11.276588795312458,26.723411204687544,26.723411201601262
"('r', 'v')","('6', '5')",36,15.333333333333332,20.666666666666668,20.666666637225717,11.365019533802789,24.634980466197213,24.634980491100574
"('r', 'w')","('6', 'x')",0,15.333333333333332,-15.333333333333332,-15.333333362832489,18.405855402485052,-18.405855402485052,-18.405855416858685
"('r', 'x')","('6', '7')",22,15.333333333333332,6.666666666666668,6.666666627097583,11.54398887985688,10.45601112014312,10.456011136739107
"('r', 'y')","('6', 'U')",0,15.333333333333332,-15.333333333333332,-15.333333362832489,14.52561125215819,-14.52561125215819,-14.52561123187479
"('r', 'z')","('6', 'E')",0,15.333333333333332,-15.333333333333332,-15.333333362832489,12.87138339590013,-12.87138339590013,-12.871383364654319
"('s', ' ')","('0', 'a')",1,77.82051282051282,-76.82051282051282,-76.82051291340031,80.45086652997954,-79.45086652997954,-79.45086654217448
"('s', '0')","('0', 'l')",1,77.82051282051282,-76.82051282051282,-76.82051291340031,86.4605258077102,-85.4605258077102,-85.46052586098085
"('s', '1')","('0', 'SPACE')",884,77.82051282051282,806.1794871794872,806.179487153713,49.310950389672655,834.6890496103274,834.6890496795821
"('s', '2')","('0', 'z')",0,77.82051282051282,-77.82051282051282,-77.82051297908765,94.04754769711938,-94.04754769711938,-94.04754773640887
"('s', '3')","('0', 'm')",0,77.82051282051282,-77.82051282051282,-77.82051297908765,87.00674011053178,-87.00674011053178,-87.00674015926778
"('s', '4')","('0', 'n')",1,77.82051282051282,-76.82051282051282,-76.82051300434978,87.55259757832312,-86.55259757832312,-86.55259762235801
"('s', '5')","('0', 'e')",0,77.82051282051282,-77.82051282051282,-77.82051297908765,82.6335544015333,-82.6335544015333,-82.63355439339648
"('s', '6')","('0', 'r')",0,77.82051282051282,-77.82051282051282,-77.82051297908765,89.73092777179184,-89.73092777179184,-89.73092762971645
"('s', '7')","('0', 'i')",2,77.82051282051282,-75.82051282051282,-75.82051293866243,84.82051563228275,-82.82051563228275,-82.82051558126113
"('s', '8')","('0', 'c')",1,77.82051282051282,-76.82051282051282,-76.82051300434978,81.54136268937145,-80.54136268937145,-80.54136260398082
"('s', '9')","('0', 'f')",2,77.82051282051282,-75.82051282051282,-75.82051293866243,83.18009011694019,-81.18009011694019,-81.18009000099846
"('s', 'E')","('0', 'o')",0,77.82051282051282,-77.82051282051282,-77.82051297908765,88.09802133702927,-88.09802133702927,-88.09802129690068
"('s', 'U')","('0', 's')",41,77.82051282051282,-36.82051282051282,-36.8205130143906,90.2738564493941,-49.2738564493941,-49.27385643895831
"('s', 'a')","('0', 'k')",0,77.82051282051282,-77.82051282051282,-77.82051297908765,85.91403189475506,-85.91403189475506,-85.91403184254887
"('s', 'b')","('0', 'd')",6,77.82051282051282,-71.82051282051282,-71.82051285781199,82.08728578028834,-76.08728578028834,-76.08728574268753
"('s', 'c')","('0', 'h')",2,77.82051282051282,-75.82051282051282,-75.82051293866243,84.27364909499047,-82.27364909499047,-82.2736491500109
"('s', 'd')","('0', 'b')",1,77.82051282051282,-76.82051282051282,-76.82051300434978,80.99586351154876,-79.99586351154876,-79.99586368896416
"('s', 'e')","('0', 'u')",0,77.82051282051282,-77.82051282051282,-77.82051297908765,91.35720586539232,-91.35720586539232,-91.35720601989304
"('s', 'f')","('0', 't')",15,77.82051282051282,-62.82051282051282,-62.82051299422164,90.815973779679,-75.815973779679,-75.81597355965641
"('s', 'g')","('0', 'p')",0,77.82051282051282,-77.82051282051282,-77.82051297908765,88.64293490608358,-88.64293490608358,-88.6429347701778
"('s', 'h')","('0', 'q')",0,77.82051282051282,-77.82051282051282,-77.82051297908765,89.18726224041805,-89.18726224041805,-89.1872621650691
"('s', 'i')","('0', 'w')",1,77.82051282051282,-76.82051282051282,-76.82051300434978,92.43672192374177,-91.43672192374177,-91.43672195932594
"('s', 'j')","('0', 'y')",2,77.82051282051282,-75.82051282051282,-75.82051293866243,93.51182680071321,-91.51182680071321,-91.51182666755629
"('s', 'k')","('0', 'g')",0,77.82051282051282,-77.82051282051282,-77.82051297908765,83.72681448303997,-83.72681448303997,-83.72681459150044
"('s', 'l')","('0', '3')",135,77.82051282051282,57.17948717948718,57.179487157554824,57.164460479721384,77.83553952027862,77.83553937770193
"('s', 'm')","('0', '2')",143,77.82051282051282,65.17948717948718,65.1794870464073,56.71977436420103,86.28022563579897,86.28022578704986
"('s', 'n')","('0', 'v')",0,77.82051282051282,-77.82051282051282,-77.82051297908765,91.89747944375148,-91.89747944375148,-91.89747943310066
"('s', 'o')","('0', 'j')",0,77.82051282051282,-77.82051282051282,-77.82051297908765,85.36733590416871,-85.36733590416871,-85.36733603250468
"('s', 'p')","('0', '1')",234,77.82051282051282,156.17948717948718,156.17948711224017,56.278440187949705,177.7215598120503,177.72155979400847
"('s', 'q')","('0', '9')",69,77.82051282051282,-8.820512820512818,-8.820512994134333,59.90116972216126,9.098830277838744,9.098830378206912
"('s', 'r')","('0', '6')",37,77.82051282051282,-40.82051282051282,-40.8205129133421,58.51832034292767,-21.518320342927673,-21.5183204090863
"('s', 's')","('0', '0')",1120,77.82051282051282,1042.1794871794873,1042.1794870126178,55.84048676717884,1064.1595132328212,1064.1595131346548
"('s', 't')","('0', '8')",50,77.82051282051282,-27.820512820512818,-27.82051296890131,59.437059096358304,-9.437059096358304,-9.43705899771885
"('s', 'u')","('0', '4')",115,77.82051282051282,37.17948717948718,37.17948702615104,57.61246825510636,57.38753174489364,57.38753161494969
"('s', 'v')","('0', '5')",116,77.82051282051282,38.17948717948718,38.17948700088891,58.06376594604764,57.93623405395236,57.93623404315439
"('s', 'w')","('0', 'x')",0,77.82051282051282,-77.82051282051282,-77.82051297908765,92.9748614224944,-92.9748614224944,-92.97486167270107
"('s', 'x')","('0', '7')",56,77.82051282051282,-21.820512820512818,-21.820512938575117,58.97609677174046,-2.9760967717404583,-2.9760968573100395
"('s', 'y')","('0', 'U')",0,77.82051282051282,-77.82051282051282,-77.82051297908765,73.97823181545078,-73.97823181545078,-73.97823164865258
"('s', 'z')","('0', 'E')",0,77.82051282051282,-77.82051282051282,-77.82051297908765,65.70042254377742,-65.70042254377742,-65.70042251041741
"('t', ' ')","('8', 'a')",0,14.025641025641026,-14.025641025641026,-14.025641030457335,14.478454045668908,-14.478454045668908,-14.478454068012068
"('t', '0')","('8', 'l')",3,14.025641025641026,-11.025641025641026,-11.025641026662923,15.613815395880078,-12.613815395880078,-12.613815374606927
"('t', '1')","('8', 'SPACE')",143,14.025641025641026,128.97435897435898,128.97435898366894,8.824561899434563,134.17543810056543,134.17543809737253
"('t', '2')","('8', 'z')",0,14.025641025641026,-14.025641025641026,-14.025641030457335,17.067711865632663,-17.067711865632663,-17.067711860363488
"('t', '3')","('8', 'm')",0,14.025641025641026,-14.025641025641026,-14.025641030457335,15.717721102197494,-15.717721102197494,-15.71772108945879
"('t', '4')","('8', 'n')",0,14.025641025641026,-14.025641025641026,-14.025641030457335,15.821677612471923,-15.821677612471923,-15.821677607164018
"('t', '5')","('8', 'e')",0,14.025641025641026,-14.025641025641026,-14.025641030457335,14.889148799031474,-14.889148799031474,-14.88914883793768
"('t', '6')","('8', 'r')",0,14.025641025641026,-14.025641025641026,-14.025641030457335,16.23771344095102,-16.23771344095102,-16.237713452937896
"('t', '7')","('8', 'i')",1,14.025641025641026,-13.025641025641026,-13.025641021613408,15.302552234457316,-14.302552234457316,-14.302552222034135
"('t', '8')","('8', 'c')",0,14.025641025641026,-14.025641025641026,-14.025641030457335,14.683404494189663,-14.683404494189663,-14.683404538118337
"('t', '9')","('8', 'f')",0,14.025641025641026,-14.025641025641026,-14.025641030457335,14.99228232052108,-14.99228232052108,-14.992282331149907
"('t', 'E')","('8', 'o')",0,14.025641025641026,-14.025641025641026,-14.025641030457335,15.925670005978027,-15.925670005978027,-15.925670004435231
"('t', 'U')","('8', 's')",1,14.025641025641026,-13.025641025641026,-13.025641021613408,16.34170043715321,-15.34170043715321,-15.34170044124039
"('t', 'a')","('8', 'k')",0,14.025641025641026,-14.025641025641026,-14.025641030457335,15.509975412855916,-15.509975412855916,-15.509975423810827
"('t', 'b')","('8', 'd')",1,14.025641025641026,-13.025641025641026,-13.025641021613408,14.786184659520725,-13.786184659520725,-13.786184695163682
"('t', 'c')","('8', 'h')",2,14.025641025641026,-12.025641025641026,-12.025641024138165,15.19899879180325,-13.19899879180325,-13.198998840380225
"('t', 'd')","('8', 'b')",0,14.025641025641026,-14.025641025641026,-14.025641030457335,14.580822815110569,-14.580822815110569,-14.580822835341676
"('t', 'e')","('8', 'u')",0,14.025641025641026,-14.025641025641026,-14.025641030457335,16.54954437060187,-16.54954437060187,-16.549544329791388
"('t', 'f')","('8', 't')",5,14.025641025641026,-9.025641025641026,-9.02564103171244,16.445648996186975,-11.445648996186975,-11.445648965491271
"('t', 'g')","('8', 'p')",0,14.025641025641026,-14.025641025641026,-14.025641030457335,16.02968336933768,-16.02968336933768,-16.029683365559322
"('t', 'h')","('8', 'q')",0,14.025641025641026,-14.025641025641026,-14.025641030457335,16.13370280521378,-16.13370280521378,-16.13370284303528
"('t', 'i')","('8', 'w')",0,14.025641025641026,-14.025641025641026,-14.025641030457335,16.75711687654545,-16.75711687654545,-16.757116895860236
"('t', 'j')","('8', 'y')",0,14.025641025641026,-14.025641025641026,-14.025641030457335,16.96430129281029,-16.96430129281029,-16.964301266853
"('t', 'k')","('8', 'g')",0,14.025641025641026,-14.025641025641026,-14.025641030457335,15.095570560286129,-15.095570560286129,-15.095570552148272
"('t', 'l')","('8', '3')",33,14.025641025641026,18.974358974358974,18.97435896580646,10.214716907434411,22.78528309256559,22.785283090342997
"('t', 'm')","('8', '2')",42,14.025641025641026,27.974358974358974,27.974358965821008,10.135371764649221,31.86462823535078,31.864628272160186
"('t', 'n')","('8', 'v')",1,14.025641025641026,-13.025641025641026,-13.025641021613408,16.6533718714571,-15.6533718714571,-15.653371860935293
"('t', 'o')","('8', 'j')",0,14.025641025641026,-14.025641025641026,-14.025641030457335,15.406216062304054,-15.406216062304054,-15.406216107294311
"('t', 'p')","('8', '1')",38,14.025641025641026,23.974358974358974,23.974358964551353,10.056700327489375,27.943299672510626,27.94329968764941
"('t', 'q')","('8', '9')",48,14.025641025641026,33.97435897435898,33.974358973409835,10.704717149677435,37.295282850322565,37.29528286839923
"('t', 'r')","('8', '6')",15,14.025641025641026,0.9743589743589745,0.9743589657773554,10.45675760115062,4.5432423988493795,4.543242380350421
"('t', 's')","('8', '0')",85,14.025641025641026,70.97435897435898,70.9743589595746,9.978705890492934,75.02129410950707,75.02129410568159
"('t', 't')","('8', '8')",30,14.025641025641026,15.974358974358974,15.97435897338073,10.621414068098964,19.378585931901036,19.378585921003832
"('t', 'u')","('8', '4')",26,14.025641025641026,11.974358974358974,11.974358960742391,10.294732193943778,15.705267806056222,15.705267787780029
"('t', 'v')","('8', '5')",46,14.025641025641026,31.974358974358974,31.974358967090662,10.375413792784876,35.624586207215124,35.62458623491693
"('t', 'w')","('8', 'x')",0,14.025641025641026,-14.025641025641026,-14.025641030457335,16.860764838505073,-16.860764838505073,-16.86076484475052
"('t', 'x')","('8', '7')",27,14.025641025641026,12.974358974358974,12.974358969586318,10.53875924310714,16.46124075689286,16.461240761600493
"('t', 'y')","('8', 'U')",0,14.025641025641026,-14.025641025641026,-14.025641030457335,13.271728617872016,-13.271728617872016,-13.271728630570577
"('t', 'z')","('8', 'E')",0,14.025641025641026,-14.025641025641026,-14.025641030457335,11.752745694762602,-11.752745694762602,-11.752745717785727
"('u', ' ')","('4', 'a')",0,18.384615384615383,-18.384615384615383,-18.38461537317926,18.99279899154152,-18.99279899154152,-18.992799027728324
"('u', '0')","('4', 'l')",0,18.384615384615383,-18.384615384615383,-18.38461537317926,20.44768026978753,-20.44768026978753,-20.447680299184867
"('u', '1')","('4', 'SPACE')",280,18.384615384615383,261.61538461538464,261.6153846020097,11.603521803323275,268.39647819667675,268.39647819087986
"('u', '2')","('4', 'z')",0,18.384615384615383,-18.384615384615383,-18.38461537317926,22.29748322808656,-22.29748322808656,-22.29748317859048
"('u', '3')","('4', 'm')",5,18.384615384615383,-13.384615384615383,-13.38461540854041,20.58036886491641,-15.580368864916409,-15.580368881273897
"('u', '4')","('4', 'n')",0,18.384615384615383,-18.384615384615383,-18.38461537317926,20.713046234469484,-20.713046234469484,-20.713046274067892
"('u', '5')","('4', 'e')",0,18.384615384615383,-18.384615384615383,-18.38461537317926,19.520141988608383,-19.520141988608383,-19.520142018336628
"('u', '6')","('4', 'r')",1,18.384615384615383,-17.384615384615383,-17.384615398441383,21.24326573366981,-20.24326573366981,-20.243265703356883
"('u', '7')","('4', 'i')",0,18.384615384615383,-18.384615384615383,-18.38461537317926,20.049736994942663,-20.049736994942663,-20.049736986038624
"('u', '8')","('4', 'c')",0,18.384615384615383,-18.384615384615383,-18.38461537317926,19.25611337384151,-19.25611337384151,-19.25611336446309
"('u', '9')","('4', 'f')",1,18.384615384615383,-17.384615384615383,-17.384615398441383,19.652376965339553,-18.652376965339553,-18.65237697984412
"('u', 'E')","('4', 'o')",0,18.384615384615383,-18.384615384615383,-18.38461537317926,20.845693449112865,-20.845693449112865,-20.84569343878684
"('u', 'U')","('4', 's')",0,18.384615384615383,-18.384615384615383,-18.38461537317926,21.375604261185075,-21.375604261185075,-21.37560427399876
"('u', 'a')","('4', 'k')",0,18.384615384615383,-18.384615384615383,-18.38461537317926,20.314999420842522,-20.314999420842522,-20.31499943768722
"('u', 'b')","('4', 'd')",0,18.384615384615383,-18.384615384615383,-18.38461537317926,19.388047820717556,-19.388047820717556,-19.388047894608462
"('u', 'c')","('4', 'h')",2,18.384615384615383,-16.384615384615383,-16.384615378228773,19.91719347477251,-17.91719347477251,-17.917193508765195
"('u', 'd')","('4', 'b')",0,18.384615384615383,-18.384615384615383,-18.38461537317926,19.124357502332234,-19.124357502332234,-19.124357481814513
"('u', 'e')","('4', 'u')",0,18.384615384615383,-18.384615384615383,-18.38461537317926,21.63989149650063,-21.63989149650063,-21.639891497216013
"('u', 'f')","('4', 't')",6,18.384615384615383,-12.384615384615383,-12.3846153883278,21.50781899917669,-15.507818999176688,-15.507819034610291
"('u', 'g')","('4', 'p')",1,18.384615384615383,-17.384615384615383,-17.384615398441383,20.978291632785872,-19.978291632785872,-19.978291584266117
"('u', 'h')","('4', 'q')",0,18.384615384615383,-18.384615384615383,-18.38461537317926,21.11082197344184,-21.11082197344184,-21.11082194460323
"('u', 'i')","('4', 'w')",0,18.384615384615383,-18.384615384615383,-18.38461537317926,21.903536552894252,-21.903536552894252,-21.903536571699075
"('u', 'j')","('4', 'y')",0,18.384615384615383,-18.384615384615383,-18.38461537317926,22.166394311122136,-22.166394311122136,-22.166394296618815
"('u', 'k')","('4', 'g')",2,18.384615384615383,-16.384615384615383,-16.384615378228773,19.784733792121525,-17.784733792121525,-17.784733790904284
"('u', 'l')","('4', '3')",46,18.384615384615383,27.615384615384617,27.615384601631373,13.443383408029641,32.55661659197036,32.55661656567099
"('u', 'm')","('4', '2')",46,18.384615384615383,27.615384615384617,27.615384601631373,13.338781007739447,32.66121899226055,32.661218961038685
"('u', 'n')","('4', 'v')",2,18.384615384615383,-16.384615384615383,-16.384615378228773,21.77180341770752,-19.77180341770752,-19.771803363255458
"('u', 'o')","('4', 'j')",0,18.384615384615383,-18.384615384615383,-18.38461537317926,20.18234532132548,-20.18234532132548,-20.182345292596438
"('u', 'p')","('4', '1')",52,18.384615384615383,33.61538461538461,33.61538463195757,13.23501774884868,38.764982251151324,38.76498228692071
"('u', 'q')","('4', '9')",20,18.384615384615383,1.6153846153846168,1.6153846218003307,14.088262868341072,5.911737131658928,5.911737139285832
"('u', 'r')","('4', '6')",48,18.384615384615383,29.615384615384617,29.61538459658186,13.762164373188579,34.23783562681142,34.23783566631755
"('u', 's')","('4', '0')",63,18.384615384615383,44.61538461538461,44.6153846269226,13.132099213357595,49.86790078664241,49.8679007478131
"('u', 't')","('4', '8')",27,18.384615384615383,8.615384615384617,8.615384626864397,13.978762556084993,13.021237443915007,13.021237464272415
"('u', 'u')","('4', '4')",32,18.384615384615383,13.615384615384617,13.61538461424061,13.548819017407986,18.451180982592014,18.45118099481624
"('u', 'v')","('4', '5')",54,18.384615384615383,35.61538461538461,35.61538462690805,13.655081551630143,40.34491844836985,40.34491844322474
"('u', 'w')","('4', 'x')",0,18.384615384615383,-18.384615384615383,-18.38461537317926,22.035072827369348,-22.035072827369348,-22.035072788639805
"('u', 'x')","('4', '7')",29,18.384615384615383,10.615384615384617,10.615384621814883,13.870060490281183,15.129939509718817,15.129939470170937
"('u', 'y')","('4', 'U')",0,18.384615384615383,-18.384615384615383,-18.38461537317926,17.43618667466656,-17.43618667466656,-17.436186658414954
"('u', 'z')","('4', 'E')",0,18.384615384615383,-18.384615384615383,-18.38461537317926,15.46124324073786,-15.46124324073786,-15.461243219760943
"('v', ' ')","('5', 'a')",1,21.923076923076923,-20.923076923076923,-20.923076976941957,22.64410546001786,-21.64410546001786,-21.644105504492472
"('v', '0')","('5', 'l')",0,21.923076923076923,-21.923076923076923,-21.92307695167983,24.389155109368073,-24.389155109368073,-24.389155123571978
"('v', '1')","('5', 'SPACE')",373,21.923076923076923,351.0769230769231,351.07692301608034,13.82491327989126,359.17508672010877,359.1750866689835
"('v', '2')","('5', 'z')",0,21.923076923076923,-21.923076923076923,-21.92307695167983,26.611845655024432,-26.611845655024432,-26.61184566932206
"('v', '3')","('5', 'm')",0,21.923076923076923,-21.923076923076923,-21.92307695167983,24.548444988630507,-24.548444988630507,-24.548445003347293
"('v', '4')","('5', 'n')",0,21.923076923076923,-21.923076923076923,-21.92307695167983,24.707744167567338,-24.707744167567338,-24.70774422818067
"('v', '5')","('5', 'e')",2,21.923076923076923,-19.923076923076923,-19.923076979466714,23.276304161849456,-21.276304161849456,-21.276304141792934
"('v', '6')","('5', 'r')",0,21.923076923076923,-21.923076923076923,-21.92307695167983,25.34457919148567,-25.34457919148567,-25.344579239572337
"('v', '7')","('5', 'i')",0,21.923076923076923,-21.923076923076923,-21.92307695167983,23.911569522426024,-23.911569522426024,-23.911569542178764
"('v', '8')","('5', 'c')",0,21.923076923076923,-21.923076923076923,-21.92307695167983,22.95973097655367,-22.95973097655367,-22.959730995353308
"('v', '9')","('5', 'f')",0,21.923076923076923,-21.923076923076923,-21.92307695167983,23.434889701676106,-23.434889701676106,-23.43488970382168
